brand,model,model_year,milage,fuel_type,ext_col,int_col,accident,horse_power,displacement_L,cylinder,transmission_clean
chevrolet,Suburban Lt,2020,93000,gasoline,Black,Black,None reported,355.0,5.3,8.0,Automatic
bmw,X6 Xdrive35I,2018,27214,gasoline,Black,Black,Accident Reported,300.0,3.0,6.0,unknown
bmw,M760 M760I,2020,23430,gasoline,White,Black,None reported,310.0,6.6,6.0,Automatic
audi,A8 L,2019,93400,hybrid,Silver,Brown,None reported,335.0,3.0,6.0,Automatic
porsche,Macan S,2018,40950,gasoline,Black,Black,None reported,340.0,3.0,6.0,Automatic
dodge,Ram 2500,2010,151544,gasoline,Brown,Gray,Accident Reported,355.0,5.7,8.0,Automatic
nissan,Maxima Sv,2014,117000,gasoline,White,Black,Accident Reported,290.0,3.5,6.0,unknown
mercedes-benz,Cls-Class Cls,2014,34600,gasoline,Black,Black,None reported,402.0,4.7,8.0,unknown
bmw,X5 Xdrive40I,2020,5541,gasoline,White,Black,None reported,310.0,3.0,6.0,Automatic
lincoln,Corsair Standard,2022,4520,gasoline,Beige,Beige,None reported,250.0,2.0,4.0,Automatic
jeep,Wrangler Unlimited,2017,20172,gasoline,Gray,Black,None reported,285.0,3.6,6.0,unknown
jeep,Wrangler Rubicon,2009,130000,gasoline,Black,Gray,None reported,202.0,3.8,6.0,Manual
mercedes-benz,E-Class Amg,2020,23044,hybrid,Emerald Green Metallic,Black/Saddle Brown,None reported,310.0,3.0,6.0,Automatic
tesla,Model S,2022,28000,unknown,Gray,White,None reported,670.0,3.5,6.0,Automatic
mazda,Cx-30 Select,2020,23162,gasoline,Soul Red Crystal Metallic,Black,None reported,310.0,2.5,6.0,Automatic
toyota,Tundra Sr5,2005,170000,gasoline,Silver,Beige,Accident Reported,282.0,4.7,8.0,Automatic
ford,Explorer Xlt,2021,33705,gasoline,White,Light Slate,Accident Reported,310.0,2.3,6.0,Automatic
lexus,Rx 350,2013,164500,gasoline,White,Black,Accident Reported,270.0,3.5,6.0,Automatic
toyota,4Runner Sr5,2019,91843,gasoline,Blue,Black,Accident Reported,270.0,4.0,6.0,Automatic
jeep,Wrangler Se,1999,137790,gasoline,Red,–,None reported,120.0,2.5,4.0,Manual
gmc,Yukon Xl,2016,183544,gasoline,Black,Black,Accident Reported,355.0,5.3,8.0,Automatic
bmw,X5 Xdrive35I,2014,120000,gasoline,Black,Black,None reported,300.0,3.0,6.0,unknown
porsche,911 Carrera,2003,155000,gasoline,Black,Black,None reported,415.0,3.6,6.0,Manual
pontiac,G8 Gt,2009,81327,gasoline,Black,Black,None reported,355.0,6.0,8.0,unknown
ford,F-250 Xlt,2022,36294,diesel,Oxford White,Medium Earth Gray,None reported,310.0,6.7,6.0,Automatic
mercedes-benz,Sprinter 2500,2016,139200,diesel,White,Black,Accident Reported,161.0,2.1,4.0,Automatic
ford,Mustang Mach-E,2022,8000,unknown,Blue,Black,None reported,480.0,3.5,6.0,Automatic
saturn,Vue Hybrid,2009,115000,hybrid,Blue,Beige,None reported,172.0,2.4,4.0,Automatic
hyundai,Equus Signature,2013,72000,gasoline,Silver,Black,None reported,429.0,5.0,8.0,Automatic
ford,F-150 Xlt,2021,43329,gasoline,Carbonized Gray Metallic,Black,None reported,310.0,3.5,6.0,Automatic
dodge,Charger Scat,2019,42626,gasoline,Silver,Red,None reported,485.0,6.4,8.0,Automatic
bmw,750 I,2008,94653,gasoline,Green,Green,Accident Reported,360.0,4.8,8.0,Automatic
chevrolet,Camaro 1Lt,2021,18000,gasoline,White,Black,Accident Reported,335.0,3.6,6.0,Automatic
audi,A6 45,2021,33000,hybrid,Black,Black,None reported,248.0,2.0,4.0,Automatic
toyota,Prius Two,2014,80354,hybrid,Red,Gray,Accident Reported,134.0,1.8,4.0,Automatic
buick,Envision Essence,2019,47839,gasoline,Summit White,Ebony,None reported,310.0,2.5,6.0,Automatic
ford,Edge Sel,2021,56946,gasoline,Silver,Ebony,None reported,310.0,2.0,6.0,Automatic
lexus,Sc 430,2002,109762,gasoline,Blue,Brown,None reported,300.0,4.3,8.0,Automatic
land,Rover Range,2016,103000,gasoline,Black,Black,None reported,380.0,3.0,6.0,unknown
toyota,Sequoia Sr5,2010,154860,gasoline,Silver,Gray,None reported,310.0,4.6,8.0,Automatic
lincoln,Navigator Base,2009,191775,e85 flex fuel,White,Beige,Accident Reported,310.0,5.4,8.0,Automatic
bmw,325 Xi,2006,137825,gasoline,Silver,Black,None reported,215.0,3.0,6.0,Automatic
volvo,850 Turbo,1995,94000,unknown,White,Black,None reported,310.0,3.5,6.0,Automatic
volvo,V60 T6,2015,59271,gasoline,Blue,Black,None reported,325.0,3.0,6.0,Automatic
chevrolet,Silverado 1500,2022,4753,gasoline,White,Black,None reported,355.0,5.3,8.0,Automatic
chevrolet,Tahoe Ltz,2015,123500,gasoline,White,Brown,None reported,355.0,5.3,8.0,Automatic
jeep,Grand Cherokee,2018,49924,gasoline,White,Black,None reported,293.0,3.6,6.0,Automatic
dodge,Challenger R/T,2021,39960,gasoline,White,Gray,Accident Reported,375.0,5.7,8.0,Automatic
land,Rover Lr4,2016,63300,gasoline,White,Brown,None reported,340.0,3.0,6.0,Automatic
lexus,Gx 460,2012,167000,gasoline,Black,Beige,Accident Reported,301.0,4.6,8.0,Automatic
toyota,Sequoia Trd,2020,37428,gasoline,White,Black,None reported,381.0,5.7,8.0,Automatic
bmw,Z4 Sdrive35Is,2014,4200,gasoline,White,Red,None reported,335.0,3.0,6.0,unknown
porsche,718 Boxster,2017,26000,gasoline,Gray,Black,None reported,300.0,2.0,4.0,Automatic
bmw,M4 Competition,2022,3213,gasoline,Black,Red,None reported,503.0,3.0,6.0,Automatic
bentley,Continental Gtc,2013,18950,gasoline,White,Black,None reported,500.0,4.0,8.0,unknown
chevrolet,Corvette Stingray,2023,9000,gasoline,White,White,None reported,490.0,6.2,8.0,Automatic
honda,Accord Crosstour,2010,145000,gasoline,Green,Black,None reported,271.0,3.5,6.0,Automatic
ram,3500 Tradesman,2021,57000,diesel,Blue,Gray,None reported,400.0,6.7,6.0,Automatic
bmw,M3 Base,2008,133500,gasoline,Gray,Black,None reported,414.0,4.0,8.0,Manual
chrysler,Pacifica Hybrid,2022,61494,hybrid,Bright White Clearcoat,Black,None reported,310.0,3.6,6.0,CVT
gmc,Sierra 2500,2015,86000,diesel,Gray,Brown,None reported,397.0,6.6,8.0,Automatic
land,Rover Range,2015,84000,gasoline,Beige,Black,Accident Reported,240.0,2.0,4.0,Automatic
toyota,Highlander Base,2001,231581,gasoline,Beige,Beige,None reported,220.0,3.0,6.0,Automatic
mercedes-benz,Clk-Class Clk,2009,21500,gasoline,Black,Black,Accident Reported,268.0,3.5,6.0,Automatic
mazda,Cx-5 Touring,2018,61000,gasoline,Gray,Black,None reported,187.0,2.5,4.0,unknown
jaguar,F-Pace S,2020,28357,gasoline,Santorini Black Metallic,Pimento Red w/Ebony,None reported,310.0,3.0,6.0,Automatic
chevrolet,Corvette Z06,2006,42000,gasoline,Orange,Black,None reported,505.0,7.0,8.0,Manual
bmw,X5 Xdrive40I,2020,4880,gasoline,White,Black,None reported,310.0,3.0,6.0,Automatic
infiniti,Qx80 Base,2017,121525,gasoline,Black,Black,Accident Reported,400.0,5.6,8.0,Automatic
mercedes-benz,E-Class E,2014,84450,gasoline,Gray,Beige,None reported,302.0,3.5,6.0,Automatic
mercedes-benz,G-Class G,2016,51354,gasoline,Blue,Black,None reported,416.0,4.0,8.0,Automatic
subaru,Impreza Wrx,2008,148740,gasoline,Black,Black,Accident Reported,224.0,2.5,4.0,Manual
porsche,Cayman Base,2011,77000,gasoline,Red,Beige,None reported,265.0,2.9,6.0,Automatic
lexus,Gx 460,2018,64000,gasoline,Red,Brown,None reported,301.0,4.6,8.0,Automatic
ram,Promaster 3500,2014,143390,gasoline,White,–,None reported,280.0,3.6,6.0,Automatic
chevrolet,Cruze Lt,2012,148377,gasoline,Blue,Black,None reported,138.0,1.4,4.0,Automatic
chevrolet,Silverado 2500,2006,169000,diesel,White,Gray,None reported,360.0,6.6,8.0,Automatic
dodge,Durango R/T,2022,14976,gasoline,White Knuckle Clearcoat,Black,None reported,310.0,5.7,6.0,Automatic
pontiac,Firebird Trans,1997,134033,gasoline,Red,Beige,Accident Reported,285.0,5.7,8.0,Automatic
buick,Encore Gx,2022,18185,gasoline,Summit White,Whisper Beige,None reported,310.0,1.3,6.0,CVT
mercedes-benz,M-Class Ml,2014,75073,e85 flex fuel,Gray,Black,None reported,302.0,3.5,6.0,Automatic
mitsubishi,Eclipse Spyder,2001,90400,gasoline,Red,–,None reported,140.0,2.4,4.0,Automatic
ford,F-150 Lariat,2020,31250,gasoline,Blue,Gray,None reported,325.0,2.7,6.0,Automatic
ford,F-150 Xlt,2004,187000,gasoline,Beige,Beige,None reported,300.0,5.4,8.0,Automatic
bmw,M440 I,2021,24300,hybrid,Gray,Beige,None reported,382.0,3.0,6.0,Automatic
ford,Excursion Limited,2003,67550,diesel,Gold,Beige,None reported,325.0,6.0,8.0,Automatic
bmw,X5 Xdrive35I,2018,48000,gasoline,Black,Black,None reported,300.0,3.0,6.0,Automatic
ford,Expedition Max,2018,45578,gasoline,White,–,None reported,375.0,3.5,6.0,Automatic
land,Rover Defender,2023,6204,hybrid,Eiger Grey,–,None reported,310.0,3.0,6.0,Automatic
toyota,Tacoma Base,2009,48750,gasoline,Brown,Silver,None reported,159.0,2.7,4.0,Manual
jeep,Renegade Trailhawk,2017,78717,gasoline,Black,Black,None reported,180.0,2.4,4.0,Automatic
bmw,740 I,2016,73000,gasoline,Black,Black,None reported,320.0,3.0,6.0,unknown
kia,Telluride S,2023,14700,gasoline,Blue,Black,None reported,291.0,3.8,6.0,Automatic
mazda,Mazda6 Grand,2019,41997,gasoline,Black,Black,None reported,227.0,2.5,4.0,Automatic
land,Rover Range,2017,50340,gasoline,White,Beige,Accident Reported,380.0,3.0,6.0,Automatic
tesla,Model Y,2021,17500,unknown,Gray,White,None reported,455.0,3.5,6.0,Automatic
chevrolet,Tahoe Lt,2012,162731,e85 flex fuel,Brown,Gray,None reported,320.0,5.3,8.0,Automatic
porsche,911 Turbo,2007,73500,gasoline,Black,Black,None reported,480.0,3.6,6.0,Automatic
ford,Mustang Gt,2010,69000,gasoline,White,Black,None reported,315.0,4.6,8.0,Automatic
hyundai,Elantra N,2023,3800,gasoline,White,Black,None reported,276.0,2.0,4.0,Manual
toyota,Tundra Sr5,2015,108044,gasoline,Black,–,None reported,310.0,5.7,6.0,Automatic
chevrolet,Camaro 1Ss,2022,7600,gasoline,Gray,Black,Accident Reported,455.0,6.2,8.0,Manual
gmc,Yukon Denali,2023,9978,gasoline,White,Gold,None reported,420.0,6.2,8.0,Automatic
mercedes-benz,Gls 450,2019,33481,gasoline,Black,Almond Beige,None reported,310.0,3.0,6.0,Automatic
ford,F-250 Xlt,2019,32268,e85 flex fuel,White,Gray,None reported,385.0,6.2,8.0,Automatic
ford,Mustang Gt,2012,19900,gasoline,White,Black,None reported,412.0,5.0,8.0,Automatic
bmw,M3 Base,2011,129999,gasoline,White,Black,None reported,414.0,4.0,8.0,Manual
mini,Cooper S,2012,128000,gasoline,Black,Black,None reported,181.0,1.6,4.0,Automatic
ford,F-250 Lariat,2011,153818,diesel,Gray,Gray,Accident Reported,400.0,6.7,8.0,Automatic
subaru,Brz Premium,2023,5800,gasoline,Black,Black,None reported,228.0,2.4,4.0,Manual
volvo,Xc90 T6,2019,60000,gasoline,White,Black,None reported,316.0,2.0,4.0,Automatic
chevrolet,Corvette Base,2004,37622,gasoline,Blue,Beige,None reported,350.0,5.7,8.0,Automatic
lexus,Gx 460,2010,97097,gasoline,Red,Beige,Accident Reported,301.0,4.6,8.0,Automatic
ford,Mustang Gt,2018,26840,gasoline,White,Black,None reported,460.0,5.0,8.0,Manual
ford,Mustang Boss,2012,1295,gasoline,Silver,Black,None reported,444.0,5.0,8.0,Manual
ford,F-150 Xlt,2020,67516,gasoline,Gray,Medium Light Camel,None reported,310.0,3.5,6.0,Automatic
mazda,Mx-5 Miata,2006,218000,gasoline,Black,Black,Accident Reported,170.0,2.0,4.0,Manual
bmw,540 I,2019,36000,gasoline,Gray,Black,Accident Reported,335.0,3.0,6.0,Automatic
ford,F-150 Xlt,2019,44460,gasoline,Red,Gray,None reported,325.0,2.7,6.0,Automatic
ford,E350 Super,2010,248000,e85 flex fuel,Silver,Beige,Accident Reported,255.0,5.4,8.0,Automatic
dodge,Ram 1500,2005,138450,gasoline,Red,Black,Accident Reported,500.0,8.3,10.0,Automatic
audi,S5 3.0,2012,61450,gasoline,White,Gray,None reported,333.0,3.0,6.0,Automatic
porsche,911 Carrera,2001,47885,gasoline,Gray,Black,None reported,300.0,3.4,6.0,Manual
jaguar,F-Type R,2018,16002,gasoline,Black,Red,None reported,550.0,5.0,8.0,Automatic
mazda,Mazda3 I,2012,144900,gasoline,Black,–,None reported,155.0,2.0,4.0,unknown
mercedes-benz,Sprinter 3500Xd,2021,33300,diesel,White,Black,None reported,188.0,3.0,6.0,Automatic
lincoln,Navigator L,2019,49131,gasoline,Tan,–,None reported,310.0,3.5,6.0,Automatic
buick,Lacrosse Leather,2012,19079,hybrid,Gold,Beige,None reported,182.0,2.4,4.0,Automatic
gmc,Sierra 1500,2015,102000,gasoline,Silver,Black,Accident Reported,355.0,5.3,8.0,Automatic
lincoln,Mkx Black,2017,69431,gasoline,Silver,Black,None reported,335.0,2.7,6.0,Automatic
mercedes-benz,Sprinter Normal,2013,39748,diesel,Silver,Black,Accident Reported,188.0,3.0,6.0,Automatic
jeep,Grand Cherokee,2013,106700,e85 flex fuel,Black,Black,None reported,290.0,3.6,6.0,Automatic
mercedes-benz,C-Class C,2019,40000,gasoline,Blue,Black,None reported,255.0,2.0,4.0,Automatic
audi,Tt 1.8L,2005,124747,gasoline,Silver,Black,None reported,180.0,1.8,4.0,unknown
jeep,Gladiator Sport,2021,5779,gasoline,Firecracker Red Clearcoat,Black,None reported,310.0,3.6,6.0,Automatic
cadillac,Ats 2.0L,2018,32000,gasoline,Gray,Black,None reported,272.0,2.0,4.0,Automatic
genesis,Gv70 3.5T,2023,5400,gasoline,Green,Beige,None reported,375.0,3.5,6.0,Automatic
honda,Civic Si,2020,6025,gasoline,Gray,Gray,None reported,205.0,1.5,4.0,Manual
lotus,Evora 400,2017,19650,gasoline,Silver,Red,None reported,400.0,3.5,6.0,Manual
bmw,X5 Xdrive50I,2015,72000,gasoline,Black,Brown,Accident Reported,445.0,4.4,8.0,unknown
lexus,Ls 430,2002,42000,gasoline,Silver,Gray,Accident Reported,290.0,4.3,8.0,Automatic
land,Rover Range,2019,20500,gasoline,White,White,None reported,380.0,3.0,6.0,Automatic
ford,Explorer Xlt,2017,53000,e85 flex fuel,Red,Gray,Accident Reported,290.0,3.5,6.0,Automatic
nissan,Juke Nismo,2016,30700,gasoline,Black,Black,Accident Reported,215.0,1.6,4.0,Manual
mercedes-benz,Gls 550,2017,88454,gasoline,White,Beige,None reported,449.0,4.7,8.0,Automatic
jeep,Wrangler Sport,2016,74139,gasoline,Red,Black,None reported,285.0,3.6,6.0,Manual
tesla,Model S,2012,61000,unknown,Green,Black,None reported,416.0,3.5,6.0,Automatic
kia,Forte Lx,2018,47466,gasoline,Silky Silver,Black,None reported,147.0,2.0,6.0,Automatic
ford,Focus Se,2018,33700,e85 flex fuel,Gray,Black,Accident Reported,160.0,2.0,4.0,Automatic
bmw,M3 Base,2011,72277,gasoline,Gray,Red,None reported,414.0,4.0,8.0,unknown
hummer,H2 Base,2006,169900,gasoline,Orange,Black,Accident Reported,325.0,6.0,8.0,Automatic
ford,F-150 Raptor,2018,64517,gasoline,Black,Black,None reported,450.0,3.5,6.0,Automatic
acura,Rdx W/Advance,2021,36267,gasoline,White,Parchment,None reported,310.0,2.0,6.0,Automatic
lexus,Ls 460,2012,103000,gasoline,White,Beige,None reported,380.0,4.6,8.0,Automatic
mercedes-benz,Cls-Class Cls,2014,64500,gasoline,Silver,Black,None reported,577.0,5.5,8.0,Automatic
jaguar,F-Pace 25T,2019,29000,gasoline,White,Black,None reported,247.0,2.0,4.0,Automatic
cadillac,Xts Luxury,2017,69289,gasoline,Gray,Black,Accident Reported,304.0,3.6,6.0,Automatic
toyota,Venza Xle,2013,103466,gasoline,White,Gray,Accident Reported,268.0,3.5,6.0,Automatic
bmw,M6 Base,2015,18651,gasoline,Red,Black,None reported,560.0,4.4,8.0,unknown
infiniti,Q50 3.0T,2016,49872,gasoline,Gray,Black,Accident Reported,300.0,3.0,6.0,Automatic
audi,A3 2.0T,2016,90360,gasoline,Black,Black,Accident Reported,220.0,2.0,4.0,Automatic
ford,Excursion Limited,2002,137000,diesel,Gold,Gold,None reported,250.0,7.3,8.0,Automatic
lincoln,Town Car,2002,118600,gasoline,Black,Gray,Accident Reported,220.0,4.6,8.0,Automatic
mercedes-benz,C-Class C,2018,49000,gasoline,Black,Black,None reported,241.0,2.0,4.0,Automatic
jeep,Commander Base,2006,212500,gasoline,Black,Gray,None reported,210.0,3.7,6.0,Automatic
dodge,Dakota Big,2010,172024,gasoline,Red,Brown,Accident Reported,210.0,3.7,6.0,Automatic
toyota,Camry Xle,2007,59700,gasoline,Green,Gray,None reported,268.0,3.5,6.0,Automatic
bmw,M5 Base,2018,20500,gasoline,Silver,Black,None reported,600.0,4.4,8.0,Automatic
tesla,Model Y,2023,4786,unknown,White,White,None reported,425.0,3.5,6.0,Automatic
bmw,M3 Base,2008,94000,gasoline,Gray,Red,None reported,414.0,4.0,8.0,Manual
mercedes-benz,E-Class E,2009,171000,gasoline,Black,Black,Accident Reported,268.0,3.5,6.0,Automatic
gmc,Sierra 1500,2014,100080,e85 flex fuel,White,Gray,None reported,285.0,4.3,6.0,Automatic
lexus,Gx 460,2022,35700,gasoline,Silver,Gray,Accident Reported,301.0,4.6,8.0,Automatic
volvo,Xc60 T6,2019,20623,gasoline,Silver,Black,None reported,330.0,2.0,4.0,Automatic
lexus,Gx 460,2017,116300,gasoline,Gray,Beige,None reported,301.0,4.6,8.0,Automatic
toyota,Corolla Le,2010,72348,gasoline,Red,Gray,Accident Reported,132.0,1.8,4.0,Automatic
rivian,R1S Launch,2023,299,unknown,Blue,Gray,None reported,835.0,3.5,6.0,Automatic
bmw,228 Gran,2020,10426,gasoline,Black Sapphire Metallic,Oyster/Black,None reported,310.0,2.0,6.0,Automatic
chevrolet,Suburban Premier,2021,73846,gasoline,Midnight Blue Metallic,Jet Black,None reported,310.0,5.3,6.0,Automatic
nissan,Leaf Sl,2012,26930,unknown,White,Beige,None reported,107.0,3.5,6.0,Automatic
toyota,Highlander Limited,2020,53550,gasoline,Blue,Gray,None reported,310.0,3.5,6.0,Automatic
volkswagen,Touareg Vr6,2012,123200,gasoline,Gray,Beige,Accident Reported,280.0,3.6,6.0,Automatic
bmw,323 Ci,2000,177700,gasoline,Silver,Black,None reported,170.0,2.5,6.0,Automatic
kia,Niro Plug-In,2022,36602,hybrid,Horizon Blue,Charcoal,None reported,310.0,1.6,6.0,Automatic
buick,Enclave Leather,2017,83280,gasoline,Quicksilver Metallic,Ebony,None reported,310.0,3.6,6.0,Automatic
ford,F-250 Xlt,2008,190321,diesel,White,Beige,None reported,350.0,6.4,8.0,Automatic
ford,Bronco Outer,2023,3400,gasoline,Gray,Gray,None reported,275.0,2.3,4.0,Automatic
ford,Expedition Limited,2023,9281,gasoline,Black,Black,None reported,440.0,3.5,6.0,Automatic
ram,2500 Tradesman,2022,1300,gasoline,Red,Black,None reported,410.0,6.4,8.0,Automatic
nissan,Versa 1.8,2011,109902,gasoline,Blue,Gray,None reported,122.0,1.8,4.0,Automatic
bmw,X7 Xdrive40I,2019,35248,gasoline,Arctic Gray Metallic,Black,None reported,310.0,3.0,6.0,Automatic
toyota,Highlander Limited,2015,135140,gasoline,White,Beige,None reported,270.0,3.5,6.0,Automatic
mitsubishi,Eclipse Gt,2003,146000,gasoline,Gray,Black,Accident Reported,200.0,3.0,6.0,Automatic
ford,F-350 Platinum,2019,69205,diesel,White,Black,None reported,450.0,6.7,8.0,unknown
kia,Telluride Lx,2023,5500,gasoline,Silver,Black,None reported,291.0,3.8,6.0,Automatic
bmw,M3 Competition,2022,14269,gasoline,Gray,Orange,None reported,503.0,3.0,6.0,Automatic
bmw,650 I,2008,125470,gasoline,Black,Beige,None reported,360.0,4.8,8.0,Automatic
infiniti,M56 Base,2011,137000,gasoline,Gray,Brown,Accident Reported,420.0,5.6,8.0,unknown
mercedes-benz,Sl-Class Sl550,2008,33300,gasoline,White,Beige,None reported,382.0,5.5,8.0,Automatic
nissan,350Z Enthusiast,2005,130307,gasoline,Blue,Black,None reported,287.0,3.5,6.0,Automatic
toyota,Tacoma Prerunner,2008,202055,gasoline,Silver,Gray,Accident Reported,236.0,4.0,6.0,Automatic
dodge,Ram 2500,2003,114000,gasoline,White,Beige,Accident Reported,345.0,5.7,8.0,Automatic
lexus,Is 250,2013,148000,gasoline,Gray,Black,Accident Reported,204.0,2.5,6.0,Automatic
kia,Telluride Sx,2020,38000,gasoline,Green,Beige,None reported,291.0,3.8,6.0,Automatic
chevrolet,Suburban 1500,2015,167500,gasoline,Silver,Black,None reported,355.0,5.3,8.0,Automatic
ford,Bronco Sport,2021,15198,gasoline,Blue,Navy Pier,None reported,310.0,1.5,6.0,Automatic
land,Rover Range,2020,29500,gasoline,Red,White,None reported,247.0,2.0,4.0,Automatic
mercedes-benz,C-Class C,2013,157405,gasoline,Black,Black,None reported,248.0,3.5,6.0,Automatic
ford,Escape Sel,2020,42000,gasoline,White,Beige,None reported,181.0,1.5,3.0,Automatic
chevrolet,Camaro 2Ss,2016,49600,gasoline,Blue,Black,None reported,455.0,6.2,8.0,Automatic
dodge,Challenger Srt,2016,8228,gasoline,Blue,Black,None reported,707.0,6.2,8.0,Automatic
ford,F-150 Lariat,2021,33080,gasoline,White,Black,None reported,325.0,2.7,6.0,Automatic
chevrolet,Corvette Base,2002,44168,gasoline,Orange,Black,None reported,350.0,5.7,8.0,Automatic
porsche,Boxster S,2005,44400,gasoline,Silver,Black,None reported,280.0,3.2,6.0,Manual
jaguar,E-Pace S,2019,44000,gasoline,Black,Black,None reported,246.0,2.0,4.0,Automatic
chevrolet,Trailblazer Rs,2023,10000,gasoline,Blue,Black,None reported,155.0,1.3,3.0,Automatic
chevrolet,Avalanche 1500,2007,129000,gasoline,White,Beige,None reported,366.0,6.0,8.0,Automatic
ford,Mustang Gt,2020,16850,gasoline,Blue,Black,Accident Reported,460.0,5.0,8.0,Automatic
porsche,718 Cayman,2019,9500,gasoline,Red,Black,Accident Reported,350.0,2.5,4.0,Automatic
nissan,Nv Passenger,2020,14353,gasoline,Black,Gray,None reported,375.0,5.6,8.0,Automatic
lexus,Rx 350,2020,43277,gasoline,Caviar,Black,None reported,310.0,3.5,6.0,Automatic
bmw,M340 I,2021,34967,hybrid,Blue,Beige,Accident Reported,382.0,3.0,6.0,Automatic
ford,Explorer Xlt,2020,67015,gasoline,Oxford White,Sandstone,None reported,310.0,2.3,6.0,Automatic
jaguar,Xf 25T,2018,37777,gasoline,Black,Black,None reported,247.0,2.0,4.0,unknown
bmw,X6 Xdrive40I,2021,27654,hybrid,Mineral White,Black,None reported,310.0,3.0,6.0,Automatic
hummer,H2 Base,2008,63750,gasoline,White,Black,Accident Reported,393.0,6.2,8.0,Automatic
toyota,4Runner Trd,2019,79500,gasoline,White,Black,None reported,270.0,4.0,6.0,Automatic
bmw,535 I,2014,119750,gasoline,White,Beige,None reported,300.0,3.0,6.0,Automatic
kia,K5 Gt-Line,2021,100312,gasoline,Wolf Gray,Black,None reported,310.0,1.6,6.0,Automatic
nissan,Frontier Sl,2011,103400,gasoline,Gray,Gray,Accident Reported,261.0,4.0,6.0,Automatic
infiniti,Q70H Base,2016,52750,hybrid,White,Black,Accident Reported,360.0,3.5,6.0,Automatic
volvo,Xc90 T6,2018,90641,gasoline,White,Amber,None reported,310.0,2.0,6.0,Automatic
porsche,Taycan Base,2022,9728,unknown,White,Beige,None reported,375.0,3.5,6.0,Automatic
